Bandwidth,CPU,Memory,LinkQuality,TrafficLoad,Delay
745.963634845197,78.8303029037664,83.0642423230131,0.882305683566005,25.4036365154804,4.385036177096
736.281801136845,78.0234834280704,82.4187867424563,0.812883224448393,26.3718198863155,4.80854291313742
696.826244372723,74.7355203643936,79.7884162915149,0.89606350438014,30.3173755627277,5.43674353412161
723.108186268486,76.9256821890405,81.5405457512324,0.995718526685354,27.6891813731514,5.26856974073196
726.234249062217,77.1861874218514,81.7489499374811,0.914028412404873,27.3765750937783,5.6380002601844
667.897396877495,72.3247830731246,77.8598264584996,0.82338809022243,33.2102603122505,5.85182151489406
747.222717041938,78.9352264201615,83.1481811361292,0.904889379427612,25.2777282958062,3.57577056158606
807.169526324266,83.9307938603555,87.1446350882844,0.846388881396139,19.2830473675734,4.35370178901556
829.874339804663,85.8228616503886,88.6582893203109,0.993995905706731,17.0125660195337,4.17258985318699
820.748181949229,85.062348495769,88.0498787966152,0.970452981574077,17.9251818050771,3.36018496832023
816.904212835784,84.7420177363153,87.7936141890523,0.91662816528884,18.3095787164216,3.34058045578777
798.563957798541,83.2136631498784,86.5709305199027,0.990866259623514,20.1436042201459,4.03313448630541
675.924611757537,72.9937176464614,78.3949741171691,0.835511214708554,32.4075388242463,4.2823603116066
775.974880987508,81.3312400822923,85.0649920658339,0.977674194623042,22.4025119012492,4.61871605634377
753.841389360224,79.4867824466854,83.5894259573483,0.874590463058646,24.6158610639776,3.92893431432306
759.199240188056,79.9332700156713,83.9466160125371,0.867939281131626,24.0800759811944,3.49388854607456
721.593946369213,76.7994955307678,81.4395964246142,0.868121066903241,27.8406053630787,5.70211116758185
665.102247039042,72.0918539199202,77.6734831359362,0.898116808563669,33.4897752960958,4.75008223198033
746.983026636567,78.9152522197139,83.1322017757712,0.96597791397019,25.3016973363433,3.73858180672411
836.923033648683,86.4102528040569,89.1282022432455,0.812865948847193,16.3076966351317,4.56546308999439
828.629493622524,85.7191244685437,88.5752995748349,0.80510239345123,17.1370506377476,4.23560521583362
762.993428757777,80.2494523964814,84.1995619171851,0.984061586062977,23.7006571242223,4.08004891976781
787.205166660933,82.2670972217444,85.8136777773955,0.847353192765943,21.2794833339067,4.41134731564562
758.029452109731,79.8357876758109,83.8686301406487,0.916911801252372,24.1970547890269,3.79356599911863
714.56925080423,76.2141042336858,80.9712833869487,0.850672885121396,28.543074919577,4.16846663839125
683.414823562437,73.6179019635364,78.8943215708291,0.944988092672546,31.6585176437563,4.91120212245368
696.023324422266,74.6686103685222,79.7348882948178,0.921763894135685,30.3976675577734,4.64601028448451
